created_at,id,created_at,author,location,retweet_count,tweet,in_reply
2017-10-09 17:34:46,917443230341451776,2017-10-09 17:34:46,HolmstromKarin,,4,"RT @KristinaZanotti: @magnus_vinqvist @VansterniEU @vistarinteut @MalinBjork_EU @helene_fritzon, @socialdemokrat. Dags att starta en gransk…",
2017-10-09 17:31:09,917442323532959749,2017-10-09 17:31:09,Hamnviken,"Kramfors, Sweden",1,"RT @hvmalortie: Min mamma är blind på ena örat och min pappa odlar bomber. Här är #vistårinteut  rapport, rättsosäker asylprocess https://t…",
2017-10-09 17:30:05,917442053398601735,2017-10-09 17:30:05,Duracell_DVC,"Stockholms Län, Sverige",0,"@Jonas_Gardell 
#vistaarinteut att inte lögnarna skickas tillbaka som avskräckande information till andra som vill… https://t.co/PhDCUyN40Q",
2017-10-09 17:28:31,917441657569796098,2017-10-09 17:28:31,HolmstromKarin,,28,"RT @MadeleineMaddis: Läs om Sveriges asylpolitik i New York Times @johanssonmorgan 
#låtdeungastanna #vistårinteut 
https://t.co/yNzoqHeHip",
2017-10-09 17:28:25,917441635553648641,2017-10-09 17:28:25,Duracell_DVC,"Stockholms Län, Sverige",0,"@Jonas_Gardell 
#vistaarinteut att de som de facto ÄR under 18 behöver leva tillsammans med lögnare som är äldre me… https://t.co/YThyl29ZOO",
2017-10-09 17:27:05,917441299850051586,2017-10-09 17:27:05,Duracell_DVC,"Stockholms Län, Sverige",0,"@Jonas_Gardell 
#vistaarinteut att politiker inte ser arr ordentlig åldersbestämning. Och @ 16 åringar slipper klas… https://t.co/BW33m6q5LR",
2017-10-09 17:27:03,917441288743673856,2017-10-09 17:27:03,erikamarcusson,,5,"RT @Jonas_Gardell: Låt de unga stanna! #vistårinteut 

https://t.co/hj5BdT3lm2",
2017-10-09 17:26:10,917441069301805057,2017-10-09 17:26:10,hvmalortie,www.nyaunga@wordpress.com     ,1,"Min mamma är blind på ena örat och min pappa odlar bomber. Här är #vistårinteut  rapport, rättsosäker asylprocess https://t.co/FsENnG048V",
2017-10-09 17:20:17,917439588339277825,2017-10-09 17:20:17,HolmstromKarin,,2,RT @KristinaZanotti: @JeanetteRodbro @helene_fritzon och @socialdemokrat. Nu är det väl dags att stoppa deportationerna till Afghanistan? #…,
2017-10-09 17:03:20,917435323398983680,2017-10-09 17:03:20,BriHed11,,2,RT @TittiSchnbeck: OBS!! Hur är det möjligt att Sverige väljer att skicka unga i döden? #svpol #stopdeportation #låtdeungastanna https://t.…,
2017-10-09 16:58:58,917434222121545729,2017-10-09 16:58:58,BriHed11,,3,RT @LinneaBruno: Mycket bra 👏 #låtdeungastanna https://t.co/YaeN5OiqQ5,
2017-10-09 16:58:44,917434165703962624,2017-10-09 16:58:44,TittiSchnbeck,"Stockholm, Sverige",0,@VansterniEU @MalinBjork_EU @vistarinteut Bra!!Tack för att du tar ställning! Må det hörsammas.Nu.#låtdeungastanna #stopdeportation.,917360966723166208
