id_str,source,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
920213246103162880,Corte_General,"Las mujeres alzan la voz: ""A mí también me han acosado"" https://t.co/3PtDxJWoTc La actriz Alyssa Milano lanza el hastag #MeToo …",Tue Oct 17 09:01:49 +0000 2017,17/10/2017 10:01:49,,es,,,3841793003,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",http://pbs.twimg.com/profile_images/755081240894660608/z8UVXP4-_normal.jpg,3435,5002,España,http://twitter.com/Corte_General/statuses/920213246103162880,"{""hashtags"":[{""text"":""MeToo"",""indices"":[120,126]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/3PtDxJWoTc"",""expanded_url"":""http://ift.tt/2hL6X77"",""display_url"":""ift.tt/2hL6X77"",""indices"":[56,79]}]}"
920213245008515072,SAHoganCooke,#metoo,Tue Oct 17 09:01:49 +0000 2017,17/10/2017 10:01:49,,en,,,55454491,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/604640776803356674/kXMjlg1r_normal.jpg,464,1232,,http://twitter.com/SAHoganCooke/statuses/920213245008515072,"{""hashtags"":[{""text"":""metoo"",""indices"":[0,6]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
920213243657969664,charnicolew,#metoo,Tue Oct 17 09:01:48 +0000 2017,17/10/2017 10:01:48,,en-GB,,,2420762645,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/896113032249696256/zGnz8mVH_normal.jpg,614,587,,http://twitter.com/charnicolew/statuses/920213243657969664,"{""hashtags"":[{""text"":""metoo"",""indices"":[0,6]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
920213238545027072,AlpacaWithK,"RT @louisesamet: Join the conversation anonymously-take 2 min to share your story too!

Sign upp to access results #MeToo

https://t.co/h7IIc1EBQ7 #STHLMTech https://t.co/YhlbRPChIV",Tue Oct 17 09:01:47 +0000 2017,17/10/2017 10:01:47,,en,,,588207414,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/743703628439945217/OUZBT14m_normal.jpg,162,1113,Med,http://twitter.com/AlpacaWithK/statuses/920213238545027072,"{""hashtags"":[{""text"":""MeToo"",""indices"":[115,121]}],""symbols"":[],""user_mentions"":[{""screen_name"":""louisesamet"",""name"":""Louise Samet"",""id"":198300476,""id_str"":""198300476"",""indices"":[3,15]}],""urls"":[]}"
920213238402469888,nicolebearce,"RT @apbenven: Reminder that if a woman didn't post #MeToo, it doesn't mean she wasn't sexually assaulted or harassed. Survivors don't owe you their story.",Tue Oct 17 09:01:47 +0000 2017,17/10/2017 10:01:47,,en,,,497250906,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/871367891442184192/f9v4rNvd_normal.jpg,1086,5001,"Englewood Cliffs, NJ",http://twitter.com/nicolebearce/statuses/920213238402469888,"{""hashtags"":[{""text"":""MeToo"",""indices"":[51,57]}],""symbols"":[],""user_mentions"":[{""screen_name"":""apbenven"",""name"":""Alexis Benveniste"",""id"":236101180,""id_str"":""236101180"",""indices"":[3,12]}],""urls"":[]}"
920213237530062849,titojourno,RT @geonews_english: #Metoo: Brave Pakistani women who shared their stories of abuse https://t.co/Ljvei0lVOe,Tue Oct 17 09:01:47 +0000 2017,17/10/2017 10:01:47,,en,,,131882980,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/905478830630076416/0fnxPtxi_normal.jpg,53856,504,,http://twitter.com/titojourno/statuses/920213237530062849,"{""hashtags"":[{""text"":""Metoo"",""indices"":[21,27]}],""symbols"":[],""user_mentions"":[{""screen_name"":""geonews_english"",""name"":""Geo English"",""id"":149516743,""id_str"":""149516743"",""indices"":[3,19]}],""urls"":[{""url"":""https://t.co/Ljvei0lVOe"",""expanded_url"":""https://www.geo.tv/latest/163127-metoo-brave-pakistani-women-who-shared-their-stories-of-abuse?59e5c221d9659"",""display_url"":""geo.tv/latest/163127-…"",""indices"":[85,108]}]}"
920213237349699585,ciaraskaikru,"Been asked ""how much for a night?"" bc i wore a skirt and stockings on a night out with friends at a fair when i was FIFTEEN #MeToo",Tue Oct 17 09:01:47 +0000 2017,17/10/2017 10:01:47,,de,,,741652658507927552,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/854331313435942914/GPp9JcQ2_normal.jpg,83,60,Deutschland,http://twitter.com/ciaraskaikru/statuses/920213237349699585,"{""hashtags"":[{""text"":""MeToo"",""indices"":[124,130]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
920213236909256704,StefanieLaLoop,#MeToo more than once,Tue Oct 17 09:01:47 +0000 2017,17/10/2017 10:01:47,,de,,,710230863364149249,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/910272535387832320/0iFQvyrZ_normal.jpg,22,148,Deutschland,http://twitter.com/StefanieLaLoop/statuses/920213236909256704,"{""hashtags"":[{""text"":""MeToo"",""indices"":[0,6]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
920213236439506944,miriamcorrigan,"RT @apbenven: Reminder that if a woman didn't post #MeToo, it doesn't mean she wasn't sexually assaulted or harassed. Survivors don't owe you their story.",Tue Oct 17 09:01:46 +0000 2017,17/10/2017 10:01:46,,en,,,764825898,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/919238239717912577/fhRh6j5C_normal.jpg,702,237,,http://twitter.com/miriamcorrigan/statuses/920213236439506944,"{""hashtags"":[{""text"":""MeToo"",""indices"":[51,57]}],""symbols"":[],""user_mentions"":[{""screen_name"":""apbenven"",""name"":""Alexis Benveniste"",""id"":236101180,""id_str"":""236101180"",""indices"":[3,12]}],""urls"":[]}"
920213235407585280,imsuperstressed,RT @MaybePaulien: It's. Never. The. Victims. Fault.  #MeToo,Tue Oct 17 09:01:46 +0000 2017,17/10/2017 10:01:46,,en,,,787724665787592704,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/863571698431385600/Y-y2DDhC_normal.jpg,42,100,,http://twitter.com/imsuperstressed/statuses/920213235407585280,"{""hashtags"":[{""text"":""MeToo"",""indices"":[53,59]}],""symbols"":[],""user_mentions"":[{""screen_name"":""MaybePaulien"",""name"":""(Pau)Lien H"",""id"":2817390074,""id_str"":""2817390074"",""indices"":[3,16]}],""urls"":[]}"
920213233704636416,Gaya12thri,RT @ginarush: Of course #MeToo but I'm not sharing stories. If you don't believe sexual harassment/assault is widespread then you're not ready to listen.,Tue Oct 17 09:01:46 +0000 2017,17/10/2017 10:01:46,,en,,,330929071,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/546279732552036353/ME4NA3JV_normal.jpeg,613,2333,Melbourne,http://twitter.com/Gaya12thri/statuses/920213233704636416,"{""hashtags"":[{""text"":""MeToo"",""indices"":[24,30]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ginarush"",""name"":""Gina Rushton"",""id"":39748571,""id_str"":""39748571"",""indices"":[3,12]}],""urls"":[]}"
920213230240387072,wampiremoon,"Me too.
All the people who have been sexually harassed or assaulted write ""Me too"" as a status to show the magnitude of the problem.
#metoo",Tue Oct 17 09:01:45 +0000 2017,17/10/2017 10:01:45,,sv,,,236357450,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/907905073908502535/RK_pZGvC_normal.jpg,79,393,Sweden,http://twitter.com/wampiremoon/statuses/920213230240387072,"{""hashtags"":[{""text"":""metoo"",""indices"":[133,139]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
920213229296672768,HHalkosaari,RT @annipostia: #metoo valitettavasti.,Tue Oct 17 09:01:45 +0000 2017,17/10/2017 10:01:45,,fi,,,404949495,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/746771534543491072/19DOXSwO_normal.jpg,44,129,"Espoo, Suomi",http://twitter.com/HHalkosaari/statuses/920213229296672768,"{""hashtags"":[{""text"":""metoo"",""indices"":[16,22]}],""symbols"":[],""user_mentions"":[{""screen_name"":""annipostia"",""name"":""Anni Hautala"",""id"":1906842744,""id_str"":""1906842744"",""indices"":[3,14]}],""urls"":[]}"
920213228810055680,marie_veg,"RT @JensenAckles: For my wife, for my daughters, for all women...I stand with all of you.  This has gotta change.  #metoo #nomore",Tue Oct 17 09:01:45 +0000 2017,17/10/2017 10:01:45,,en,,,101249135,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/2257482975/1_divteeimstymakra_normal.jpg,411,108,Germany,http://twitter.com/marie_veg/statuses/920213228810055680,"{""hashtags"":[{""text"":""metoo"",""indices"":[115,121]},{""text"":""nomore"",""indices"":[122,129]}],""symbols"":[],""user_mentions"":[{""screen_name"":""JensenAckles"",""name"":""Jensen Ackles"",""id"":2743113943,""id_str"":""2743113943"",""indices"":[3,16]}],""urls"":[]}"
920213227098669056,SarahJBuckley,RT @AniaNL: To all the women participating in #Metoo campaign yesterday and to all who chose not to... 🤗🤗🤗🤗🤗... https://t.co/H2mHS7JOo3,Tue Oct 17 09:01:44 +0000 2017,17/10/2017 10:01:44,,en,,,14705744,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/544454252467208192/VvnFgIQf_normal.png,2251,423,"Brisbane, Australia",http://twitter.com/SarahJBuckley/statuses/920213227098669056,"{""hashtags"":[{""text"":""Metoo"",""indices"":[46,52]}],""symbols"":[],""user_mentions"":[{""screen_name"":""AniaNL"",""name"":""Anna"",""id"":51191547,""id_str"":""51191547"",""indices"":[3,10]}],""urls"":[],""media"":[{""id"":920173183914905600,""id_str"":""920173183914905600"",""indices"":[112,135],""media_url"":""http://pbs.twimg.com/tweet_video_thumb/DMUcoq8WkAAtcju.jpg"",""media_url_https"":""https://pbs.twimg.com/tweet_video_thumb/DMUcoq8WkAAtcju.jpg"",""url"":""https://t.co/H2mHS7JOo3"",""display_url"":""pic.twitter.com/H2mHS7JOo3"",""expanded_url"":""https://twitter.com/AniaNL/status/920176278468284421/photo/1"",""type"":""photo"",""sizes"":{""large"":{""w"":600,""h"":400,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":600,""h"":400,""resize"":""fit""},""small"":{""w"":340,""h"":227,""resize"":""fit""}},""source_status_id"":920176278468284400,""source_status_id_str"":""920176278468284421"",""source_user_id"":51191547,""source_user_id_str"":""51191547""}]}"
920213223097405445,XkeepsmilinX,"RT @natepthomps: When it comes to the #MeToo movement, I see men wondering what they can “do to help.” This is my list.
1. Be quiet.
2. Listen.
3. Learn.
4. Lead/teach young men by example.
5. Stand up to friends and family who act in an abusive manner.
6. Stand behind women, not in front.",Tue Oct 17 09:01:43 +0000 2017,17/10/2017 10:01:43,,en-gb,,,3910316181,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/823105728445607936/nzYVH-jm_normal.jpg,47,182,UK,http://twitter.com/XkeepsmilinX/statuses/920213223097405445,"{""hashtags"":[{""text"":""MeToo"",""indices"":[38,44]}],""symbols"":[],""user_mentions"":[{""screen_name"":""natepthomps"",""name"":""Nathan Thompson"",""id"":58404595,""id_str"":""58404595"",""indices"":[3,15]}],""urls"":[]}"
920213223068094464,AnnabelYoxall,@theipaper Why is #MeToo not trending in Top 10 yet tweets are still coming in second by second &amp; far more frequently than some in Top 10?,Tue Oct 17 09:01:43 +0000 2017,17/10/2017 10:01:43,,en,205770556,theipaper,2577358050,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/911635325046444032/mHCj_bsi_normal.jpg,583,828,Berkshire,http://twitter.com/AnnabelYoxall/statuses/920213223068094464,"{""hashtags"":[{""text"":""MeToo"",""indices"":[18,24]}],""symbols"":[],""user_mentions"":[{""screen_name"":""theipaper"",""name"":""i newspaper"",""id"":205770556,""id_str"":""205770556"",""indices"":[0,10]}],""urls"":[]}"
920213222854217729,iLissaNJ,RT @bkserenityhouse: #MeToo https://t.co/xP7yia55LJ,Tue Oct 17 09:01:43 +0000 2017,17/10/2017 10:01:43,,en,,,1234518536,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/911492267965284352/M7EQBFTf_normal.jpg,3116,4070,worldwild   ,http://twitter.com/iLissaNJ/statuses/920213222854217729,"{""hashtags"":[{""text"":""MeToo"",""indices"":[21,27]}],""symbols"":[],""user_mentions"":[{""screen_name"":""bkserenityhouse"",""name"":""Bobbi Kristina Brown"",""id"":3766078332,""id_str"":""3766078332"",""indices"":[3,19]}],""urls"":[],""media"":[{""id"":920208763826552800,""id_str"":""920208763826552832"",""indices"":[28,51],""media_url"":""http://pbs.twimg.com/media/DMU8_scVQAAGPHf.jpg"",""media_url_https"":""https://pbs.twimg.com/media/DMU8_scVQAAGPHf.jpg"",""url"":""https://t.co/xP7yia55LJ"",""display_url"":""pic.twitter.com/xP7yia55LJ"",""expanded_url"":""https://twitter.com/bkserenityhouse/status/920208767882428416/photo/1"",""type"":""photo"",""sizes"":{""medium"":{""w"":750,""h"":741,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":750,""h"":741,""resize"":""fit""},""small"":{""w"":680,""h"":672,""resize"":""fit""}},""source_status_id"":920208767882428400,""source_status_id_str"":""920208767882428416"",""source_user_id"":3766078332,""source_user_id_str"":""3766078332""}]}"
920213222287970304,amandaoehr,RT @jonielol: Att vi ska behöva riva upp sår o minnen för att män ska fatta när vi stått o skrikit i flera generationer. #metoo,Tue Oct 17 09:01:43 +0000 2017,17/10/2017 10:01:43,,sv,,,2403042656,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/888125609364344832/9Pa2i5C6_normal.jpg,273,332,"Norrköping, Sverige",http://twitter.com/amandaoehr/statuses/920213222287970304,"{""hashtags"":[{""text"":""metoo"",""indices"":[121,127]}],""symbols"":[],""user_mentions"":[{""screen_name"":""jonielol"",""name"":""skitjobbig"",""id"":332745185,""id_str"":""332745185"",""indices"":[3,12]}],""urls"":[]}"
920213221788864512,RazielRad,RT @AmirTalai: Women BEEN #MeToo'ing for too long. It's time for more men to admit #IveDoneThat so we can take responsibility &amp; truly change our behavior. https://t.co/bTf1L6ItQm,Tue Oct 17 09:01:43 +0000 2017,17/10/2017 10:01:43,,fr,,,440654544,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",http://pbs.twimg.com/profile_images/915278604568875008/J8vUjz6n_normal.jpg,129,344,Perdu dans le L-space,http://twitter.com/RazielRad/statuses/920213221788864512,"{""hashtags"":[{""text"":""MeToo"",""indices"":[26,32]},{""text"":""IveDoneThat"",""indices"":[83,95]}],""symbols"":[],""user_mentions"":[{""screen_name"":""AmirTalai"",""name"":""Amir Talai"",""id"":26968963,""id_str"":""26968963"",""indices"":[3,13]}],""urls"":[]}"
920213218009780224,poemtoshawn,"RT @JensenAckles: For my wife, for my daughters, for all women...I stand with all of you.  This has gotta change.  #metoo #nomore",Tue Oct 17 09:01:42 +0000 2017,17/10/2017 10:01:42,,pt,,,791378320059432961,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/920054327095504896/iSn_aiaA_normal.jpg,3457,3455,shawn-camila-bts-oned,http://twitter.com/poemtoshawn/statuses/920213218009780224,"{""hashtags"":[{""text"":""metoo"",""indices"":[115,121]},{""text"":""nomore"",""indices"":[122,129]}],""symbols"":[],""user_mentions"":[{""screen_name"":""JensenAckles"",""name"":""Jensen Ackles"",""id"":2743113943,""id_str"":""2743113943"",""indices"":[3,16]}],""urls"":[]}"
920213217988825088,evahemmings17,"RT @JensenAckles: For my wife, for my daughters, for all women...I stand with all of you.  This has gotta change.  #metoo #nomore",Tue Oct 17 09:01:42 +0000 2017,17/10/2017 10:01:42,,es,,,384323120,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/902153888043851776/-snv_1I6_normal.jpg,412,963,"Lawrence, Kansas. ",http://twitter.com/evahemmings17/statuses/920213217988825088,"{""hashtags"":[{""text"":""metoo"",""indices"":[115,121]},{""text"":""nomore"",""indices"":[122,129]}],""symbols"":[],""user_mentions"":[{""screen_name"":""JensenAckles"",""name"":""Jensen Ackles"",""id"":2743113943,""id_str"":""2743113943"",""indices"":[3,16]}],""urls"":[]}"
920213216780746752,morganzecat,Je balancerai mais que pour les agressions sexuelles. Le reste je le garde pour moi #brunolemair #metoo #fauxcul,Tue Oct 17 09:01:42 +0000 2017,17/10/2017 10:01:42,,en,,,920201843216732160,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/920202835006054400/irujnu_p_normal.jpg,,16,,http://twitter.com/morganzecat/statuses/920213216780746752,"{""hashtags"":[{""text"":""brunolemair"",""indices"":[84,96]},{""text"":""metoo"",""indices"":[97,103]},{""text"":""fauxcul"",""indices"":[104,112]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
920213216281747456,KeejayOV2,"It's late but whilst the stories on the #MeToo hashtag are harrowing, if this is beginning of more people/speaking up being believed, then..",Tue Oct 17 09:01:42 +0000 2017,17/10/2017 10:01:42,,en,,,3369966172,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/873066614953877505/GjRPE5Xz_normal.jpg,2561,3303,"Exeter, England",http://twitter.com/KeejayOV2/statuses/920213216281747456,"{""hashtags"":[{""text"":""MeToo"",""indices"":[40,46]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
920213215664992256,MarjoryBaxx,"RT @mrbenjaminlaw: Fellow dudes: if you're wondering why women are furious at our silence about #MeToo, @annaspargoryan explains. https://t.co/7mhXCVbKD7?amp=1 https://t.co/n0hVNAW36t",Tue Oct 17 09:01:42 +0000 2017,17/10/2017 10:01:42,,en,,,1282828812,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/905946425325846528/_BU2kEwD_normal.jpg,1276,2664, Australia,http://twitter.com/MarjoryBaxx/statuses/920213215664992256,"{""hashtags"":[{""text"":""MeToo"",""indices"":[96,102]}],""symbols"":[],""user_mentions"":[{""screen_name"":""mrbenjaminlaw"",""name"":""Benjamin Law 🌈"",""id"":41088384,""id_str"":""41088384"",""indices"":[3,17]},{""screen_name"":""annaspargoryan"",""name"":""🎃👻 outside 👻🎃"",""id"":20012387,""id_str"":""20012387"",""indices"":[104,119]}],""urls"":[]}"
