created_at,id,created_at,author,location,retweet_count,tweet,in_reply
2017-10-18 08:10:14,920562652602126336,2017-10-18 08:10:14,aalicelindaahl,,1752,"RT @SilvanaImam: ”Inte alla män” men nästan alla kvinnor. 

Följ #MeToo",
2017-10-18 08:10:06,920562618766647296,2017-10-18 08:10:06,LinusLundstrm,överallt,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:10:03,920562607597277184,2017-10-18 08:10:03,rollspelosofen,"Skåne, Sweden",32,RT @jensliljestrand: Bekännelser från en som varken är #metoo eller #ihave .  https://t.co/1dkp04nE4l,
2017-10-18 08:10:03,920562605441286145,2017-10-18 08:10:03,mrtommpa,,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:10:00,920562594188025856,2017-10-18 08:10:00,StefanF66,Sweden,185,RT @redrum_2001: Just nu på Aftonbladet #svpol #metoo #virtanen #virtanengate https://t.co/nFDJdd0bbU,
2017-10-18 08:09:39,920562508158685184,2017-10-18 08:09:39,nninalindahl,,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:09:02,920562351321026561,2017-10-18 08:09:02,84maj,,87,RT @lisa_blomqvist: En i övrigt duktig journalist. #metoo https://t.co/7x5X9GwuBI,
2017-10-18 08:08:53,920562312863518720,2017-10-18 08:08:53,ClaesClasse,Halmstad,7,"RT @AnnSvensen: .@linnea_claeson, @fridaboisen, Luis Lineo om #metoo. 80 % svenska kvinnor har utsatts för sexuella trakasserier el övergre…",
2017-10-18 08:08:42,920562265702785024,2017-10-18 08:08:42,sister756,Sweden ,2,RT @MalouEfterTio: NU i #MalouEftertio: @camillalackberg och @Musseh om #sexövergrepp #metoo. Se LIVE: https://t.co/wpge5cB0Zp,
2017-10-18 08:08:36,920562242529169409,2017-10-18 08:08:36,Chilenskpirog,Chile göteborg karlstad SWE,223,RT @ElaineEksvard: Är det så här våra barn får svar på praotjänster hos er @Aftonbladet Viktigt att ni svarar på frågan många ställer nu. #…,
2017-10-18 08:08:23,920562188254896129,2017-10-18 08:08:23,mixxmexx,,15,RT @chrwallg: Hur känner man igen ett svin? Han godhetssignalerar genom att projicera sin egen obefintliga moral och beteende på män i allm…,
2017-10-18 08:08:22,920562183020384256,2017-10-18 08:08:22,amatlevin,Stockholm,1,"RT @PowerMeetingPod: Ny podd om #MeToo, Harvey och förövarna på hemmaplan: https://t.co/52ZvrNmcMs https://t.co/G5XDcU9zVv",
2017-10-18 08:08:08,920562124807704577,2017-10-18 08:08:08,patvest,Sweden,223,RT @ElaineEksvard: Är det så här våra barn får svar på praotjänster hos er @Aftonbladet Viktigt att ni svarar på frågan många ställer nu. #…,
2017-10-18 08:07:59,920562088631832576,2017-10-18 08:07:59,AlbinLilja,,16,"RT @SaraHaldert: Glöm inte att vi screenshottar era dm, sms och mejl. Det har vi gjort länge, och vi sparar dem. #metoo https://t.co/YyBJ2z…",
2017-10-18 08:07:56,920562075071598593,2017-10-18 08:07:56,Sundgren10,Borås,34,"RT @PatrikWestberg: Vi är många som växt upp i omklädningsrum, vi vet hur snacket gick, vi pratade mkt om många, ingen sa ifrån.
Vi borde p…",
2017-10-18 08:07:31,920561970671226880,2017-10-18 08:07:31,tessiekstrom,,339,"RT @jonielol: alla känner nån som blivit utsatt, men ingen känner nån eller är nån som utsätter. killar, vilka är ni? vrf e ni så fkn tysta…",
2017-10-18 08:07:10,920561880229466112,2017-10-18 08:07:10,9912Moa,,252,RT @jonielol: Att vi ska behöva riva upp sår o minnen för att män ska fatta när vi stått o skrikit i flera generationer. #metoo,
2017-10-18 08:07:04,920561857148137474,2017-10-18 08:07:04,kabalissima,,13,RT @elpeel: På @TV4 pratar de nu om #MeToo - Weinstein nämns såklart men oj oj oj vad kämpar för att inte nämna betydligt närmare figurer.,
2017-10-18 08:06:42,920561763288076288,2017-10-18 08:06:42,alltingpa,Sverige,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:06:42,920561762931564544,2017-10-18 08:06:42,HarryLunabba,"Helsinki, Finland",0,Vaggas i tron att nya generationer är mera medvetna. Ungdomstidens fotbollsvuxna kunde vara riktiga svin! Är det annat nu? #MeToo,920561153260081152
2017-10-18 08:06:29,920561709416361984,2017-10-18 08:06:29,PelleSunvisson,,0,"@Hr_von_Oben Nej, Ådalen är förstås jobbigt för militaristerna. Ungefär lika jobbigt som vissa snubbar får det när… https://t.co/hNYx2dOgAu",920556280586043393
2017-10-18 08:06:27,920561700633563136,2017-10-18 08:06:27,PernillaMarcos,"Göteborg, Sverige",6,"RT @VJonasLundgren: Skriver krönika på Aktuellt Fokus om #metoo och modet @hanna_wigh, @cissiwallin &amp; alla andra visar som vågar prata! htt…",
2017-10-18 08:06:25,920561692697821184,2017-10-18 08:06:25,84maj,,2,RT @MalouEfterTio: NU i #MalouEftertio: @camillalackberg och @Musseh om #sexövergrepp #metoo. Se LIVE: https://t.co/wpge5cB0Zp,
2017-10-18 08:06:09,920561626306220032,2017-10-18 08:06:09,larryryd,"Stockholm, Sverige",223,RT @ElaineEksvard: Är det så här våra barn får svar på praotjänster hos er @Aftonbladet Viktigt att ni svarar på frågan många ställer nu. #…,
2017-10-18 08:06:03,920561601694007298,2017-10-18 08:06:03,stephaniethosen,,1,Ironin i att @nordiskamuseet har en kampanj om hur tokigt ojämställt det var på 50-talet samtidigt som kampanjen… https://t.co/kLhs88IDoO,
2017-10-18 08:05:59,920561583973175296,2017-10-18 08:05:59,mmeejjaa,,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:05:58,920561580714217472,2017-10-18 08:05:58,linnifokus,,159,"RT @ilthomasso: Ni ser alla #MeToo va?
Ni vet vad dom betyder va?
Se nu för faan till att det får ett slut.
Bara vi kan fixa det.
Vi män.
T…",
2017-10-18 08:05:54,920561562791956480,2017-10-18 08:05:54,Aekwestin,,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:05:33,920561474078171136,2017-10-18 08:05:33,nordenjuliette,"Örnsköldsvik, Sverige",1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:05:32,920561471519711232,2017-10-18 08:05:32,mirasandstrom,,1752,"RT @SilvanaImam: ”Inte alla män” men nästan alla kvinnor. 

Följ #MeToo",
2017-10-18 08:05:24,920561438858596352,2017-10-18 08:05:24,NewsUpdate24Nor,Norway,0,#metoo fyller sociala medier: https://t.co/9RJIHBNFnA - Aftonbladet: Sveriges nyhetskälla och mötesplats #Siste,
2017-10-18 08:05:24,920561437097021440,2017-10-18 08:05:24,HannaWesthoff,,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:05:07,920561366519382016,2017-10-18 08:05:07,ToivoJokkala,Sverige,0,"SVT låter Joakim Lamotte kommentera #MeToo

I soffan imorgon: Pastor Åke Green ger sina prognoser inför Leather Pride i Amsterdam 27–31/10?",
2017-10-18 08:05:07,920561365672218625,2017-10-18 08:05:07,KiimOttosson,"Oslo, Norge",1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:05:00,920561335435513856,2017-10-18 08:05:00,jessicajohanssn,,195,RT @KlaraOrnberg: Män som driver med och förlöjligar hashtagen #MeToo. Det är ni som är problemet.,
2017-10-18 08:04:57,920561323498450945,2017-10-18 08:04:57,emiliaclaesson,,1752,"RT @SilvanaImam: ”Inte alla män” men nästan alla kvinnor. 

Följ #MeToo",
2017-10-18 08:04:36,920561237783732224,2017-10-18 08:04:36,ganralf7, 1+1=1=*ye*,1,"RT @AnonSwedenOPS: Medans media lägger fokus på #MeToo..

Går #Pedogate… https://t.co/xFZ6HPaCg5",
2017-10-18 08:04:36,920561237162946560,2017-10-18 08:04:36,Anna20954335,,223,RT @ElaineEksvard: Är det så här våra barn får svar på praotjänster hos er @Aftonbladet Viktigt att ni svarar på frågan många ställer nu. #…,
2017-10-18 08:04:17,920561154233192448,2017-10-18 08:04:17,heimdahl91,,87,RT @lisa_blomqvist: En i övrigt duktig journalist. #metoo https://t.co/7x5X9GwuBI,
2017-10-18 08:04:16,920561153260081152,2017-10-18 08:04:16,HarryLunabba,"Helsinki, Finland",0,Tänker också på vad som är min andel i det hela. Minnesbilder och skam från ungdomsåren och alla de stunder jag inte sagt ifrån. #MeToo,920559410199584771
2017-10-18 08:04:07,920561114185961472,2017-10-18 08:04:07,MKarradi,"Örebro, Sverige",0,@lukmanmurad @KlaraOrnberg Hade du tatuerad dig #Metoo dom hade fotf klagat,920543924992839680
2017-10-18 08:04:06,920561112046809088,2017-10-18 08:04:06,malinnyman_,,371,"RT @Emmywin: #MeToo 
Skulle kunna skriva över 150 tweets med den här hashtagen men män skulle fortfarande inte förstå problemet.",
2017-10-18 08:04:02,920561093742915585,2017-10-18 08:04:02,stopannieify,Sweden,0,Vissa reagerar som om dom aldrig visste att tjejer och kvinnor blir sexuellt trakasserade innan #metoo hände.,
2017-10-18 08:03:44,920561019747012608,2017-10-18 08:03:44,teodorb1996,,54,"RT @linnlucila: jag älskar att #metoo lyfts fram, samtidigt som det stör mig att det återigen blir kvinnors ansvar att upplysa män om deras…",
2017-10-18 08:03:43,920561014172725248,2017-10-18 08:03:43,Livememoarerna,,16,"RT @SaraHaldert: Glöm inte att vi screenshottar era dm, sms och mejl. Det har vi gjort länge, och vi sparar dem. #metoo https://t.co/YyBJ2z…",
2017-10-18 08:03:39,920560998062358528,2017-10-18 08:03:39,dunkels,"Umeå, Sweden",2,Det här är en viktig lärdom av #metoo - hur svårt det är att vara tyst när en fostrats i att ens tankar är efterfrå… https://t.co/ab64M18k7P,
2017-10-18 08:03:13,920560889689976833,2017-10-18 08:03:13,MonicaMorath,,223,RT @ElaineEksvard: Är det så här våra barn får svar på praotjänster hos er @Aftonbladet Viktigt att ni svarar på frågan många ställer nu. #…,
2017-10-18 08:03:13,920560889073487872,2017-10-18 08:03:13,Maldenvall,Skåne Teckomatorp,0,"Är det något fel med någon kontakt i vissas hjärna så de inte förstår #integritet?
#MeToo",
2017-10-18 08:03:13,920560888813379586,2017-10-18 08:03:13,JoakimEwenson,Karlstad,165,"RT @johannathydell: På riktigt.
VARFÖR publicerade @Expressen Elisabeth Höglunds imbecilla krönika om att (stundtals NAMNGIVNA) kvinnor får…",
2017-10-18 08:03:10,920560875764879360,2017-10-18 08:03:10,EmiliaAhfelt,"Onsala, Sweden",0,"7.06 in i inslaget kommer en intervju med mig om #sexuellatrakasserier och #metoo. 

https://t.co/dbNQQfuvdb",
2017-10-18 08:03:05,920560854579499008,2017-10-18 08:03:05,Feliciakstrom,"Hudiksvall, Sverige",1752,"RT @SilvanaImam: ”Inte alla män” men nästan alla kvinnor. 

Följ #MeToo",
2017-10-18 08:03:04,920560851614076928,2017-10-18 08:03:04,Gummessons,,34,"RT @PatrikWestberg: Vi är många som växt upp i omklädningsrum, vi vet hur snacket gick, vi pratade mkt om många, ingen sa ifrån.
Vi borde p…",
2017-10-18 08:03:02,920560843619782656,2017-10-18 08:03:02,AnnahitaM,Sverige,0,@AnestisAntoniou @David_bjarred @Nabila_AFR Sociala medier lyfter problemet och underlättar vägen till domstol. Du… https://t.co/JfAnSiveMH,920536281335156736
2017-10-18 08:02:56,920560816163782656,2017-10-18 08:02:56,EmmaaRamstrom,Västerås/Stockholm,832,"RT @linnea_claeson: #MeToo Alla känner en kvinna som utsatts för sexuellt våld, men ingen känner en våldtäktsman...........",
2017-10-18 08:02:55,920560811847966720,2017-10-18 08:02:55,ZAPZAF,,223,RT @ElaineEksvard: Är det så här våra barn får svar på praotjänster hos er @Aftonbladet Viktigt att ni svarar på frågan många ställer nu. #…,
2017-10-18 08:02:49,920560786484973568,2017-10-18 08:02:49,Sanne_skriver,Skåne,0,"@webhaxan Ja, ansvaret läggs alltid på den som reagerar - inte på den som orsakar ilskan.
Tänk om alla som skriver… https://t.co/Iv1wY5PQHo",920559889323315201
2017-10-18 08:02:46,920560773428121600,2017-10-18 08:02:46,elatific,,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:02:39,920560744403480577,2017-10-18 08:02:39,sarahlindskoug,Sverige,87,RT @lisa_blomqvist: En i övrigt duktig journalist. #metoo https://t.co/7x5X9GwuBI,
2017-10-18 08:02:35,920560727156457472,2017-10-18 08:02:35,poetenirene,"Södertälje, Sweden",0,#MeToo får många kvinnor som aldrig berättat att göra   det och nu måste männen ta sitt ansvar. https://t.co/o8BQk1IXjY,
2017-10-18 08:02:30,920560708995166209,2017-10-18 08:02:30,Axelsson_00,"Eksjö, Sverige",832,"RT @linnea_claeson: #MeToo Alla känner en kvinna som utsatts för sexuellt våld, men ingen känner en våldtäktsman...........",
2017-10-18 08:02:20,920560663549923328,2017-10-18 08:02:20,christianhog70,"Västervik, Sverige",1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:02:19,920560659556917248,2017-10-18 08:02:19,micke_lfc,"Malmö, Sweden",0,Har blivit väldigt berörd av  berättelserna som har kommit fram under hashtaggen #metoo.,
2017-10-18 08:02:17,920560653819052032,2017-10-18 08:02:17,MatsMasa93,Masthugget,223,RT @ElaineEksvard: Är det så här våra barn får svar på praotjänster hos er @Aftonbladet Viktigt att ni svarar på frågan många ställer nu. #…,
2017-10-18 08:02:07,920560612979236864,2017-10-18 08:02:07,MCDADDlES,She/her • sweden • rat queen,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:02:04,920560599741976576,2017-10-18 08:02:04,emmassandberg,,3,RT @Wilmassandberg: Jag blev nästan våldtagen för ett år sen och samtidigt blev jag strypt av killen som hela tiden upprepade samma ord: Du…,
2017-10-18 08:01:56,920560566153904129,2017-10-18 08:01:56,BiancaDonohue,,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:01:40,920560496306262016,2017-10-18 08:01:40,EvaSolberg,Sverige,0,"Har så många erfarenheter, vill inte ge det negativa någon plats i mitt hjärta. #METOO",
2017-10-18 08:01:36,920560479575183360,2017-10-18 08:01:36,MonicaMorath,,16,"RT @charlieafnord: Vilken jävla skräll att knasvänsterns feminister nu sitter i grupper och diskuterar om hashtagen #metoo är ""problematisk…",
2017-10-18 08:01:31,920560458272313344,2017-10-18 08:01:31,EmmaaRamstrom,Västerås/Stockholm,339,"RT @jonielol: alla känner nån som blivit utsatt, men ingen känner nån eller är nån som utsätter. killar, vilka är ni? vrf e ni så fkn tysta…",
2017-10-18 08:01:29,920560450684772353,2017-10-18 08:01:29,AJakopsohn,"Växjö, Sverige",1411,RT @glasklart: Nu är det ett dygn sedan @cissiwallin outade Virtanen och 4 dagar sedan Lulu Carter skrev om Timell. All media är... tyst. V…,
2017-10-18 08:01:14,920560389573799936,2017-10-18 08:01:14,DNasikt,,0,”Det räcker inte att vara en empatisk man.” https://t.co/NIaAhsNnab #MeToo #dnåsikt https://t.co/e8Issth4j9,
2017-10-18 08:01:02,920560339527393285,2017-10-18 08:01:02,MoaSeth,,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:01:00,920560330589294593,2017-10-18 08:01:00,Kulturkatarina,,2,"RT @Kulturkatarina: ""Det var nog bara ett fåtal som våldtog men de blev lite av förebilder för många av oss"" #MeToo 
https://t.co/XFFBLjG4k0",
2017-10-18 08:01:00,920560328286593029,2017-10-18 08:01:00,KlaraThor,Anderstorp,6,"RT @mariagottlander: Hatar män. Inte alla män, men fan vad jag hatar vissa män. #metoo",
2017-10-18 08:00:51,920560292165234688,2017-10-18 08:00:51,JWhlin,,55,RT @katjanouch: Det här kommer ju inte blåsa över bara för att man låtsas som att det regnar. #svpol #metoo https://t.co/KWzlMa2kTN,
2017-10-18 08:00:51,920560291590606849,2017-10-18 08:00:51,Kulturkatarina,,2,"""Det var nog bara ett fåtal som våldtog men de blev lite av förebilder för många av oss"" #MeToo 
https://t.co/XFFBLjG4k0",
2017-10-18 08:00:48,920560281566240769,2017-10-18 08:00:48,trollministern,Sverige,15,RT @chrwallg: Hur känner man igen ett svin? Han godhetssignalerar genom att projicera sin egen obefintliga moral och beteende på män i allm…,
2017-10-18 08:00:43,920560259785199618,2017-10-18 08:00:43,bodilsx,"Stockholm, Sweden",103,RT @mymlan: Obs att det är fint med män som tänker till och tar sig i kragen men ingen förtjänar att hyllas för att han uppför sig som folk…,
2017-10-18 08:00:38,920560239283458048,2017-10-18 08:00:38,KAJSASAHLBERG,Sweden/Gothenburg,339,"RT @jonielol: alla känner nån som blivit utsatt, men ingen känner nån eller är nån som utsätter. killar, vilka är ni? vrf e ni så fkn tysta…",
2017-10-18 08:00:38,920560238603964416,2017-10-18 08:00:38,thulin_tobias,Jönköping,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:00:27,920560191288020992,2017-10-18 08:00:27,SolarinneZandra,,252,RT @jonielol: Att vi ska behöva riva upp sår o minnen för att män ska fatta när vi stått o skrikit i flera generationer. #metoo,
2017-10-18 08:00:23,920560175429373952,2017-10-18 08:00:23,smillafelicia,,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:00:19,920560157800747009,2017-10-18 08:00:19,nemeth95,Mesta Mästarna Malmö,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:00:17,920560151668645888,2017-10-18 08:00:17,okdetfunkar,,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:00:05,920560098451312640,2017-10-18 08:00:05,HelenNilshelen,,37,"RT @SofiaBKarlsson: Du i idrotten som följt #metoo och vill lära mer om jämställdhet, kolla in utbildningen 5 steg mot en jämställd och ink…",
2017-10-18 08:00:01,920560083322449920,2017-10-18 08:00:01,twiitit,,0,Pinnalla: #MeToo,
2017-10-18 08:00:00,920560080210317312,2017-10-18 08:00:00,GoonerHammar,London UK / Västerås SWE,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 08:00:00,920560078759096320,2017-10-18 08:00:00,MalouEfterTio,,2,NU i #MalouEftertio: @camillalackberg och @Musseh om #sexövergrepp #metoo. Se LIVE: https://t.co/wpge5cB0Zp,
2017-10-18 07:59:55,920560055375638528,2017-10-18 07:59:55,trendinaliaSE,Sweden,0,"⒈ Helsingborg
⒉ Kinas
⒊ #metoo
⒋ Italien
⒌ Aftonbladet

2017/10/18 09:53 CEST #trndnl https://t.co/wvSpN08vGf",
2017-10-18 07:59:40,920559993274994688,2017-10-18 07:59:40,casovic1891,,14,"RT @GustenDahlin: Läst #metoo i över två timmar nu samt alla de delade berättelserna på 1337likes Instagram.

Vilket jävla mörker.",
2017-10-18 07:59:32,920559962522374144,2017-10-18 07:59:32,MonicaMorath,,3,"RT @skanekuriren: Media-etablissemanget sluter kryptiskt upp bakom Virtanen
 #virtanen #virtanengate #ab #metoo #backacissi

https://t.co/U…",
2017-10-18 07:59:23,920559924274491392,2017-10-18 07:59:23,sinitsin37,"Bålsta, Sverige",16,"RT @SaraHaldert: Glöm inte att vi screenshottar era dm, sms och mejl. Det har vi gjort länge, och vi sparar dem. #metoo https://t.co/YyBJ2z…",
2017-10-18 07:59:22,920559920562483201,2017-10-18 07:59:22,Em_gaga,Sweden,832,"RT @linnea_claeson: #MeToo Alla känner en kvinna som utsatts för sexuellt våld, men ingen känner en våldtäktsman...........",
2017-10-18 07:59:22,920559920185008128,2017-10-18 07:59:22,sofiaizabelle,,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 07:59:12,920559875012382722,2017-10-18 07:59:12,WaldenbyLouise,,252,RT @jonielol: Att vi ska behöva riva upp sår o minnen för att män ska fatta när vi stått o skrikit i flera generationer. #metoo,
2017-10-18 07:59:11,920559872235704322,2017-10-18 07:59:11,realMarcWest,"Göteborg, Sverige",13,RT @elpeel: På @TV4 pratar de nu om #MeToo - Weinstein nämns såklart men oj oj oj vad kämpar för att inte nämna betydligt närmare figurer.,
2017-10-18 07:59:07,920559854187671552,2017-10-18 07:59:07,studiomannen,Från Vettet,87,RT @lisa_blomqvist: En i övrigt duktig journalist. #metoo https://t.co/7x5X9GwuBI,
2017-10-18 07:58:52,920559791646355456,2017-10-18 07:58:52,dunkels,"Umeå, Sweden",0,Hann med en höghastighetstelefonintervju om #metoo innan det är dags att fixa den här risiga ursäkten till frisyr.… https://t.co/7sAtVWZdH9,
2017-10-18 07:58:48,920559776857231360,2017-10-18 07:58:48,olaberg,"on, not in, the planet",16,"RT @SaraHaldert: Glöm inte att vi screenshottar era dm, sms och mejl. Det har vi gjort länge, och vi sparar dem. #metoo https://t.co/YyBJ2z…",
2017-10-18 07:58:33,920559711807733760,2017-10-18 07:58:33,Wilma_Erika,,1381,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 07:58:27,920559687296266241,2017-10-18 07:58:27,GustenDahlin,,14,"Läst #metoo i över två timmar nu samt alla de delade berättelserna på 1337likes Instagram.

Vilket jävla mörker.",
2017-10-18 07:58:15,920559638533337089,2017-10-18 07:58:15,jacobnystrom,Stockholm,87,RT @lisa_blomqvist: En i övrigt duktig journalist. #metoo https://t.co/7x5X9GwuBI,
2017-10-18 07:58:09,920559611274518528,2017-10-18 07:58:09,ItsVanessaPalma,,1382,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 07:58:06,920559600193146880,2017-10-18 07:58:06,ottiliaekwall,Sweden,1752,"RT @SilvanaImam: ”Inte alla män” men nästan alla kvinnor. 

Följ #MeToo",
2017-10-18 07:57:34,920559467300835329,2017-10-18 07:57:34,BorenNon,EU-ZON 13.,1,RT @Svenske_abu_ali: Min fru tänker skriva ett inlägg på #metoo för jag råkade ta henne på rumpan i sömnen,
2017-10-18 07:57:27,920559437169025024,2017-10-18 07:57:27,safiashaw,"Uppsala, Sverige",1382,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 07:57:21,920559410199584771,2017-10-18 07:57:21,HarryLunabba,"Helsinki, Finland",0,FAAN! Har tänkt på #MeToo och de två gångerna (gubben som ringde då jag var barn &amp; snubben i baren). Men hälften av… https://t.co/zpUDRaOkiC,
2017-10-18 07:57:18,920559400389107712,2017-10-18 07:57:18,Empakonungen,Sweden,371,"RT @Emmywin: #MeToo 
Skulle kunna skriva över 150 tweets med den här hashtagen men män skulle fortfarande inte förstå problemet.",
2017-10-18 07:57:16,920559391664955392,2017-10-18 07:57:16,TobinskiJunior,"Gothenburg, Sweden",1382,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 07:57:15,920559386338131968,2017-10-18 07:57:15,Emmyy_S,,11,"RT @PaulaBieler: Är kluven till #MeToo. Ja, ämnet behöver lyftas, inte minst med tanke på vissa kommentarer. Men #-kampanjer gör ofta mer s…",
2017-10-18 07:57:15,920559384668917760,2017-10-18 07:57:15,Empakonungen,Sweden,1382,RT @hagnestahill_: Att Anna Book nu stöttar #metoo när hon nyligen körde på offentlig skuldbeläggning och victimblaming av tjejen hennes so…,
2017-10-18 07:57:08,920559354927026176,2017-10-18 07:57:08,kavallerihogern,"Göteborg, Sverige",103,RT @mymlan: Obs att det är fint med män som tänker till och tar sig i kragen men ingen förtjänar att hyllas för att han uppför sig som folk…,
2017-10-18 07:57:04,920559340398014464,2017-10-18 07:57:04,ransom69,Steeltown-Sweden,2,"RT @erikssondan: Läser att ""att daska sin fru på stjärten"" när man går förbi är ett sexuellt övergrepp. Skyldig till detta många gånger. Sk…",
2017-10-18 07:56:56,920559304532471808,2017-10-18 07:56:56,Emmyy_S,,28,"RT @Almakadesjo: , @Expressen vet inte hur ni tänkte när ni publicerade en artikel om #metoo men i den skuldbelägger ni kvinnor? https://t.…",
2017-10-18 07:56:53,920559293786738688,2017-10-18 07:56:53,idabergmaan,,1752,"RT @SilvanaImam: ”Inte alla män” men nästan alla kvinnor. 

Följ #MeToo",
2017-10-18 07:56:38,920559229567733760,2017-10-18 07:56:38,Kafkapaviljong,"Orsa, Sverige",32,RT @jensliljestrand: Bekännelser från en som varken är #metoo eller #ihave .  https://t.co/1dkp04nE4l,
2017-10-18 07:56:34,920559212413050880,2017-10-18 07:56:34,FridhKleberg,"Stockholm, Sweden",103,RT @mymlan: Obs att det är fint med män som tänker till och tar sig i kragen men ingen förtjänar att hyllas för att han uppför sig som folk…,
2017-10-18 07:56:05,920559092363661312,2017-10-18 07:56:05,Mattisdottern,,252,RT @jonielol: Att vi ska behöva riva upp sår o minnen för att män ska fatta när vi stått o skrikit i flera generationer. #metoo,
2017-10-18 07:55:56,920559056510750722,2017-10-18 07:55:56,ellen_modin,,339,"RT @jonielol: alla känner nån som blivit utsatt, men ingen känner nån eller är nån som utsätter. killar, vilka är ni? vrf e ni så fkn tysta…",
2017-10-18 07:55:56,920559053457297408,2017-10-18 07:55:56,Bill_Awesome,Sweden,1,"RT @zandra_hedlund: Alla män som uttryckt sin vilja att förändra, snälla engagera er i @ManForJamst Ni behövs! #metoo #itwasme #Iwill  http…",
2017-10-18 07:55:50,920559030673854465,2017-10-18 07:55:50,johannatmolin,,1752,"RT @SilvanaImam: ”Inte alla män” men nästan alla kvinnor. 

Följ #MeToo",
2017-10-18 07:55:46,920559013623947264,2017-10-18 07:55:46,SusanneRosell,,0,"@Aftonbladet Är ni rädda för att ""kasta sten i glashus""? Är det chefer som inte har rent mjöl i påsen? Förmodligen. Fega fega kräk. #metoo",920319203680423937
2017-10-18 07:55:45,920559006753738752,2017-10-18 07:55:45,feliciadovblom,,0,"Kom igen snubbar, diskutera, vad gör NI för att stoppa det sexuella våldet VI faller offer för? #metoo",
2017-10-18 07:55:41,920558991658438657,2017-10-18 07:55:41,ToveVernberg,"Stockholm, Sverige",1752,"RT @SilvanaImam: ”Inte alla män” men nästan alla kvinnor. 

Följ #MeToo",
